p1_rank,p2_rank,p1_win_rate,p2_win_rate,court_type,weather,match_duration_minutes,winner,p1_id,p2_id
47,141,0.58,0.38,Indoor,N/A,51,Player 1,P1006,P1008
194,82,0.23,0.34,Indoor,N/A,43,Player 2,P1012,P1017
194,186,0.23,0.3,Outdoor,Sunny,54,Player 2,P1012,P1004
76,82,0.49,0.34,Indoor,N/A,70,Player 1,P1007,P1017
68,21,0.74,0.22,Indoor,N/A,55,Player 2,P1014,P1013
89,174,0.34,0.78,Outdoor,Windy,51,Player 1,P1017,P1018
132,118,0.19,0.66,Indoor,N/A,52,Player 2,P1009,P1010
76,92,0.49,0.73,Outdoor,Windy,60,Player 2,P1007,P1002
67,40,0.48,0.58,Outdoor,Windy,57,Player 2,P1005,P1006
194,112,0.23,0.61,Indoor,N/A,48,Player 2,P1012,P1020
125,61,0.66,0.74,Outdoor,Windy,44,Player 2,P1010,P1014
181,61,0.78,0.74,Outdoor,Windy,34,Player 2,P1018,P1014
115,174,0.36,0.78,Outdoor,Windy,61,Player 2,P1019,P1018
140,91,0.43,0.7,Indoor,N/A,43,Player 2,P1015,P1011
169,112,0.74,0.61,Outdoor,Windy,45,Player 2,P1001,P1020
115,112,0.36,0.61,Outdoor,Sunny,70,Player 1,P1019,P1020
115,187,0.36,0.23,Outdoor,Cloudy,46,Player 2,P1019,P1012
99,130,0.73,0.67,Outdoor,Sunny,62,Player 2,P1002,P1003
89,61,0.34,0.74,Indoor,N/A,55,Player 2,P1017,P1014
125,177,0.66,0.4,Outdoor,Sunny,40,Player 1,P1010,P1016
99,141,0.73,0.38,Indoor,N/A,53,Player 1,P1002,P1008
76,130,0.49,0.67,Outdoor,Cloudy,42,Player 2,P1007,P1003
148,112,0.38,0.61,Outdoor,Windy,54,Player 1,P1008,P1020
193,40,0.3,0.58,Outdoor,Sunny,25,Player 2,P1004,P1006
47,91,0.58,0.7,Outdoor,Windy,51,Player 2,P1006,P1011
193,21,0.3,0.22,Outdoor,Windy,34,Player 2,P1004,P1013
76,133,0.49,0.43,Outdoor,Cloudy,55,Player 2,P1007,P1015
119,108,0.61,0.36,Outdoor,Cloudy,50,Player 1,P1020,P1019
137,61,0.67,0.74,Outdoor,Windy,58,Player 2,P1003,P1014
98,125,0.7,0.19,Outdoor,Sunny,47,Player 1,P1011,P1009
115,133,0.36,0.43,Outdoor,Sunny,47,Player 1,P1019,P1015
169,118,0.74,0.66,Indoor,N/A,41,Player 1,P1001,P1010
28,61,0.22,0.74,Outdoor,Windy,45,Player 2,P1013,P1014
89,162,0.34,0.74,Outdoor,Windy,42,Player 2,P1017,P1001
99,118,0.73,0.66,Outdoor,Windy,50,Player 1,P1002,P1010
47,118,0.58,0.66,Indoor,N/A,36,Player 1,P1006,P1010
169,118,0.74,0.66,Outdoor,Sunny,60,Player 2,P1001,P1010
169,118,0.74,0.66,Outdoor,Sunny,46,Player 2,P1001,P1010
148,186,0.38,0.3,Outdoor,Windy,53,Player 1,P1008,P1004
28,91,0.22,0.7,Indoor,N/A,37,Player 2,P1013,P1011
137,61,0.67,0.74,Outdoor,Sunny,48,Player 2,P1003,P1014
98,162,0.7,0.74,Indoor,N/A,43,Player 1,P1011,P1001
28,40,0.22,0.58,Indoor,N/A,60,Player 1,P1013,P1006
76,162,0.49,0.74,Outdoor,Cloudy,43,Player 1,P1007,P1001
47,91,0.58,0.7,Outdoor,Windy,55,Player 2,P1006,P1011
89,186,0.34,0.3,Outdoor,Cloudy,51,Player 1,P1017,P1004
137,118,0.67,0.66,Indoor,N/A,70,Player 1,P1003,P1010
132,61,0.19,0.74,Indoor,N/A,42,Player 2,P1009,P1014
184,40,0.4,0.58,Indoor,N/A,41,Player 2,P1016,P1006
137,91,0.67,0.7,Outdoor,Sunny,47,Player 2,P1003,P1011
193,91,0.3,0.7,Outdoor,Cloudy,47,Player 2,P1004,P1011
140,130,0.43,0.67,Indoor,N/A,60,Player 1,P1015,P1003
67,130,0.48,0.67,Outdoor,Cloudy,42,Player 1,P1005,P1003
125,112,0.66,0.61,Outdoor,Cloudy,61,Player 1,P1010,P1020
115,40,0.36,0.58,Outdoor,Windy,35,Player 1,P1019,P1006
137,82,0.67,0.34,Indoor,N/A,63,Player 2,P1003,P1017
98,187,0.7,0.23,Outdoor,Cloudy,48,Player 1,P1011,P1012
98,40,0.7,0.58,Indoor,N/A,56,Player 2,P1011,P1006
140,125,0.43,0.19,Outdoor,Cloudy,71,Player 1,P1015,P1009
137,177,0.67,0.4,Outdoor,Sunny,50,Player 2,P1003,P1016
140,174,0.43,0.78,Indoor,N/A,51,Player 1,P1015,P1018
67,82,0.48,0.34,Outdoor,Windy,59,Player 1,P1005,P1017
98,69,0.7,0.49,Outdoor,Sunny,59,Player 1,P1011,P1007
137,60,0.67,0.48,Indoor,N/A,34,Player 2,P1003,P1005
193,92,0.3,0.73,Outdoor,Cloudy,37,Player 2,P1004,P1002
28,133,0.22,0.43,Indoor,N/A,31,Player 1,P1013,P1015
184,61,0.4,0.74,Outdoor,Windy,44,Player 2,P1016,P1014
28,125,0.22,0.19,Outdoor,Windy,32,Player 1,P1013,P1009
148,92,0.38,0.73,Outdoor,Cloudy,46,Player 2,P1008,P1002
181,82,0.78,0.34,Outdoor,Cloudy,32,Player 2,P1018,P1017
140,187,0.43,0.23,Outdoor,Sunny,41,Player 1,P1015,P1012
119,133,0.61,0.43,Indoor,N/A,67,Player 2,P1020,P1015
47,112,0.58,0.61,Indoor,N/A,45,Player 1,P1006,P1020
28,174,0.22,0.78,Indoor,N/A,32,Player 1,P1013,P1018
184,69,0.4,0.49,Indoor,N/A,27,Player 2,P1016,P1007
76,40,0.49,0.58,Indoor,N/A,48,Player 1,P1007,P1006
137,82,0.67,0.34,Indoor,N/A,58,Player 1,P1003,P1017
47,187,0.58,0.23,Outdoor,Windy,38,Player 1,P1006,P1012
76,125,0.49,0.19,Outdoor,Cloudy,45,Player 1,P1007,P1009
67,69,0.48,0.49,Outdoor,Sunny,51,Player 1,P1005,P1007
115,112,0.36,0.61,Outdoor,Windy,54,Player 2,P1019,P1020
89,91,0.34,0.7,Outdoor,Sunny,53,Player 2,P1017,P1011
115,141,0.36,0.38,Outdoor,Sunny,45,Player 2,P1019,P1008
140,40,0.43,0.58,Indoor,N/A,54,Player 2,P1015,P1006
132,118,0.19,0.66,Outdoor,Windy,61,Player 2,P1009,P1010
98,69,0.7,0.49,Outdoor,Windy,54,Player 2,P1011,P1007
115,130,0.36,0.67,Indoor,N/A,54,Player 1,P1019,P1003
169,112,0.74,0.61,Indoor,N/A,55,Player 2,P1001,P1020
140,125,0.43,0.19,Indoor,N/A,57,Player 2,P1015,P1009
148,61,0.38,0.74,Outdoor,Windy,41,Player 2,P1008,P1014
132,60,0.19,0.48,Outdoor,Windy,53,Player 2,P1009,P1005
137,125,0.67,0.19,Outdoor,Sunny,59,Player 2,P1003,P1009
67,162,0.48,0.74,Outdoor,Sunny,44,Player 1,P1005,P1001
47,21,0.58,0.22,Outdoor,Windy,53,Player 1,P1006,P1013
47,130,0.58,0.67,Outdoor,Sunny,50,Player 1,P1006,P1003
169,91,0.74,0.7,Outdoor,Windy,54,Player 2,P1001,P1011
169,69,0.74,0.49,Indoor,N/A,48,Player 2,P1001,P1007
184,125,0.4,0.19,Outdoor,Sunny,48,Player 2,P1016,P1009
194,130,0.23,0.67,Indoor,N/A,48,Player 2,P1012,P1003
28,112,0.22,0.61,Outdoor,Windy,43,Player 1,P1013,P1020
132,186,0.19,0.3,Outdoor,Cloudy,44,Player 1,P1009,P1004
132,112,0.19,0.61,Outdoor,Cloudy,70,Player 2,P1009,P1020
132,61,0.19,0.74,Indoor,N/A,48,Player 2,P1009,P1014
137,162,0.67,0.74,Indoor,N/A,58,Player 2,P1003,P1001
28,61,0.22,0.74,Outdoor,Cloudy,57,Player 1,P1013,P1014
125,130,0.66,0.67,Outdoor,Windy,70,Player 2,P1010,P1003
193,69,0.3,0.49,Indoor,N/A,37,Player 2,P1004,P1007
89,91,0.34,0.7,Indoor,N/A,69,Player 1,P1017,P1011
140,61,0.43,0.74,Indoor,N/A,47,Player 2,P1015,P1014
47,69,0.58,0.49,Outdoor,Windy,54,Player 1,P1006,P1007
28,162,0.22,0.74,Indoor,N/A,27,Player 1,P1013,P1001
99,162,0.73,0.74,Indoor,N/A,43,Player 2,P1002,P1001
115,177,0.36,0.4,Outdoor,Windy,51,Player 2,P1019,P1016
115,60,0.36,0.48,Outdoor,Windy,41,Player 2,P1019,P1005
137,91,0.67,0.7,Outdoor,Windy,48,Player 2,P1003,P1011
99,40,0.73,0.58,Indoor,N/A,55,Player 1,P1002,P1006
193,112,0.3,0.61,Outdoor,Cloudy,40,Player 2,P1004,P1020
194,60,0.23,0.48,Outdoor,Sunny,40,Player 2,P1012,P1005
89,40,0.34,0.58,Indoor,N/A,46,Player 2,P1017,P1006
169,125,0.74,0.19,Indoor,N/A,57,Player 1,P1001,P1009
28,91,0.22,0.7,Outdoor,Windy,59,Player 2,P1013,P1011
194,69,0.23,0.49,Indoor,N/A,32,Player 2,P1012,P1007
194,130,0.23,0.67,Indoor,N/A,54,Player 2,P1012,P1003
132,61,0.19,0.74,Outdoor,Windy,36,Player 2,P1009,P1014
148,92,0.38,0.73,Indoor,N/A,55,Player 2,P1008,P1002
125,92,0.66,0.73,Outdoor,Cloudy,56,Player 2,P1010,P1002
68,130,0.74,0.67,Outdoor,Windy,37,Player 1,P1014,P1003
184,60,0.4,0.48,Outdoor,Cloudy,48,Player 2,P1016,P1005
132,69,0.19,0.49,Outdoor,Cloudy,59,Player 2,P1009,P1007
98,82,0.7,0.34,Outdoor,Windy,63,Player 2,P1011,P1017
